geoid,Region,State,age,season,MMWR Year/Week,Deaths from pneumonia and influenza,All Deaths
National,,,0-17 years,2010-11,201126,13,757
National,,,18-64 years,2010-11,201126,543,12138
National,,,65 years and older,2010-11,201126,2795,33128
National,,,0-17 years,2010-11,201127,8,776
National,,,18-64 years,2010-11,201127,543,12388
National,,,65 years and older,2010-11,201127,2643,32590
National,,,0-17 years,2010-11,201128,11,743
National,,,18-64 years,2010-11,201128,522,12009
National,,,65 years and older,2010-11,201128,2618,32619
National,,,0-17 years,2010-11,201129,5,714
National,,,18-64 years,2010-11,201129,538,12271
National,,,65 years and older,2010-11,201129,2649,32784
National,,,0-17 years,2010-11,201130,13,768
National,,,18-64 years,2010-11,201130,511,12198
National,,,65 years and older,2010-11,201130,2476,32093
National,,,0-17 years,2010-11,201131,6,767
National,,,18-64 years,2010-11,201131,475,12375
National,,,65 years and older,2010-11,201131,2522,32618
National,,,0-17 years,2010-11,201132,11,768
National,,,18-64 years,2010-11,201132,520,12108
National,,,65 years and older,2010-11,201132,2501,32483
National,,,0-17 years,2010-11,201133,14,751
National,,,18-64 years,2010-11,201133,528,12026
National,,,65 years and older,2010-11,201133,2439,32298
National,,,0-17 years,2010-11,201134,14,710
National,,,18-64 years,2010-11,201134,507,11883
National,,,65 years and older,2010-11,201134,2554,32408
National,,,0-17 years,2010-11,201135,20,760
National,,,18-64 years,2010-11,201135,512,12359
National,,,65 years and older,2010-11,201135,2547,32484
National,,,0-17 years,2010-11,201136,14,717
National,,,18-64 years,2010-11,201136,542,12108
National,,,65 years and older,2010-11,201136,2449,32374
National,,,0-17 years,2010-11,201137,14,692
National,,,18-64 years,2010-11,201137,507,11886
National,,,65 years and older,2010-11,201137,2523,32564
National,,,0-17 years,2010-11,201138,8,674
National,,,18-64 years,2010-11,201138,576,12123
National,,,65 years and older,2010-11,201138,2628,33319
National,,,0-17 years,2010-11,201139,15,705
National,,,18-64 years,2010-11,201139,539,11827
National,,,65 years and older,2010-11,201139,2614,32904
National,,,0-17 years,2011-12,201140,13,722
National,,,18-64 years,2011-12,201140,589,12405
National,,,65 years and older,2011-12,201140,2661,33717
National,,,0-17 years,2011-12,201141,18,733
National,,,18-64 years,2011-12,201141,566,12031
National,,,65 years and older,2011-12,201141,2827,34104
National,,,0-17 years,2011-12,201142,20,754
National,,,18-64 years,2011-12,201142,565,11852
National,,,65 years and older,2011-12,201142,2745,34397
National,,,0-17 years,2011-12,201143,16,707
National,,,18-64 years,2011-12,201143,624,12039
National,,,65 years and older,2011-12,201143,2748,34409
National,,,0-17 years,2011-12,201144,25,720
National,,,18-64 years,2011-12,201144,574,12352
National,,,65 years and older,2011-12,201144,2906,35168
National,,,0-17 years,2011-12,201145,8,708
National,,,18-64 years,2011-12,201145,591,12470
National,,,65 years and older,2011-12,201145,3078,35575
National,,,0-17 years,2011-12,201146,17,697
National,,,18-64 years,2011-12,201146,622,12129
National,,,65 years and older,2011-12,201146,3008,35369
National,,,0-17 years,2011-12,201147,22,712
National,,,18-64 years,2011-12,201147,543,11752
National,,,65 years and older,2011-12,201147,3005,34933
National,,,0-17 years,2011-12,201148,20,660
National,,,18-64 years,2011-12,201148,614,12159
National,,,65 years and older,2011-12,201148,3029,34915
National,,,0-17 years,2011-12,201149,25,686
National,,,18-64 years,2011-12,201149,574,12312
National,,,65 years and older,2011-12,201149,3162,35955
National,,,0-17 years,2011-12,201150,20,690
National,,,18-64 years,2011-12,201150,662,12282
National,,,65 years and older,2011-12,201150,3180,36242
National,,,0-17 years,2011-12,201151,29,665
National,,,18-64 years,2011-12,201151,635,12527
National,,,65 years and older,2011-12,201151,3181,36298
National,,,0-17 years,2011-12,201152,32,640
National,,,18-64 years,2011-12,201152,674,12441
National,,,65 years and older,2011-12,201152,3290,37003
National,,,18-64 years,2011-12,201201,744,12924
National,,,65 years and older,2011-12,201201,3604,38012
,,,0-17 years,2011-12,201201,,
National,,,0-17 years,2011-12,201202,14,645
National,,,18-64 years,2011-12,201202,705,12613
National,,,65 years and older,2011-12,201202,3550,37903
National,,,0-17 years,2011-12,201203,22,671
National,,,18-64 years,2011-12,201203,666,12571
National,,,65 years and older,2011-12,201203,3595,37840
National,,,0-17 years,2011-12,201204,33,704
National,,,18-64 years,2011-12,201204,634,12257
National,,,65 years and older,2011-12,201204,3576,37271
National,,,0-17 years,2011-12,201205,27,692
National,,,18-64 years,2011-12,201205,625,12154
National,,,65 years and older,2011-12,201205,3386,36795
National,,,0-17 years,2011-12,201206,29,726
National,,,18-64 years,2011-12,201206,703,12636
National,,,65 years and older,2011-12,201206,3314,36544
National,,,0-17 years,2011-12,201207,25,760
National,,,18-64 years,2011-12,201207,672,12434
National,,,65 years and older,2011-12,201207,3451,37514
National,,,0-17 years,2011-12,201208,36,743
National,,,18-64 years,2011-12,201208,713,12557
National,,,65 years and older,2011-12,201208,3474,37646
National,,,0-17 years,2011-12,201209,20,686
National,,,18-64 years,2011-12,201209,672,12462
National,,,65 years and older,2011-12,201209,3589,37791
National,,,0-17 years,2011-12,201210,34,721
National,,,18-64 years,2011-12,201210,673,12534
National,,,65 years and older,2011-12,201210,3703,37567
National,,,0-17 years,2011-12,201211,27,721
National,,,18-64 years,2011-12,201211,642,12550
National,,,65 years and older,2011-12,201211,3693,37569
National,,,0-17 years,2011-12,201212,18,708
National,,,18-64 years,2011-12,201212,685,12190
National,,,65 years and older,2011-12,201212,3419,36461
National,,,0-17 years,2011-12,201213,18,710
National,,,18-64 years,2011-12,201213,656,12161
National,,,65 years and older,2011-12,201213,3183,35488
National,,,0-17 years,2011-12,201214,22,738
National,,,18-64 years,2011-12,201214,663,12191
National,,,65 years and older,2011-12,201214,3193,35510
National,,,0-17 years,2011-12,201215,17,730
National,,,18-64 years,2011-12,201215,621,12379
National,,,65 years and older,2011-12,201215,3146,36003
National,,,0-17 years,2011-12,201216,19,717
National,,,18-64 years,2011-12,201216,643,12336
National,,,65 years and older,2011-12,201216,3072,35885
National,,,0-17 years,2011-12,201217,18,725
National,,,18-64 years,2011-12,201217,622,12331
National,,,65 years and older,2011-12,201217,2975,35111
National,,,0-17 years,2011-12,201218,17,750
National,,,18-64 years,2011-12,201218,637,12346
National,,,65 years and older,2011-12,201218,2906,34730
National,,,0-17 years,2011-12,201219,17,658
National,,,18-64 years,2011-12,201219,593,12063
National,,,65 years and older,2011-12,201219,2738,34052
National,,,0-17 years,2011-12,201220,15,716
National,,,18-64 years,2011-12,201220,558,12172
National,,,65 years and older,2011-12,201220,2778,34161
National,,,0-17 years,2011-12,201221,14,682
National,,,18-64 years,2011-12,201221,586,12271
National,,,65 years and older,2011-12,201221,2709,33850
National,,,0-17 years,2011-12,201222,16,795
National,,,18-64 years,2011-12,201222,551,12049
National,,,65 years and older,2011-12,201222,2585,33253
National,,,0-17 years,2011-12,201223,18,741
National,,,18-64 years,2011-12,201223,554,12213
National,,,65 years and older,2011-12,201223,2512,33459
National,,,0-17 years,2011-12,201224,20,769
National,,,18-64 years,2011-12,201224,543,12291
National,,,65 years and older,2011-12,201224,2599,33802
National,,,0-17 years,2011-12,201225,14,688
National,,,18-64 years,2011-12,201225,559,12290
National,,,65 years and older,2011-12,201225,2581,33219
National,,,0-17 years,2011-12,201226,14,794
National,,,18-64 years,2011-12,201226,515,12162
National,,,65 years and older,2011-12,201226,2635,33193
National,,,0-17 years,2011-12,201227,14,780
National,,,18-64 years,2011-12,201227,526,12639
National,,,65 years and older,2011-12,201227,2474,33354
National,,,0-17 years,2011-12,201228,12,771
National,,,18-64 years,2011-12,201228,525,12313
National,,,65 years and older,2011-12,201228,2507,32922
National,,,0-17 years,2011-12,201229,13,751
National,,,18-64 years,2011-12,201229,549,12203
National,,,65 years and older,2011-12,201229,2458,33055
National,,,0-17 years,2011-12,201230,16,697
National,,,18-64 years,2011-12,201230,541,12178
National,,,65 years and older,2011-12,201230,2334,32849
National,,,0-17 years,2011-12,201231,11,698
National,,,18-64 years,2011-12,201231,514,12350
National,,,65 years and older,2011-12,201231,2518,32936
National,,,0-17 years,2011-12,201232,7,706
National,,,18-64 years,2011-12,201232,542,12456
National,,,65 years and older,2011-12,201232,2500,33232
National,,,0-17 years,2011-12,201233,12,688
National,,,18-64 years,2011-12,201233,485,12073
National,,,65 years and older,2011-12,201233,2530,33201
National,,,0-17 years,2011-12,201234,9,726
National,,,18-64 years,2011-12,201234,526,12047
National,,,65 years and older,2011-12,201234,2437,33477
National,,,0-17 years,2011-12,201235,17,720
National,,,18-64 years,2011-12,201235,531,12235
National,,,65 years and older,2011-12,201235,2478,33429
National,,,0-17 years,2011-12,201236,20,690
National,,,18-64 years,2011-12,201236,548,12336
National,,,65 years and older,2011-12,201236,2546,33712
National,,,0-17 years,2011-12,201237,19,683
National,,,18-64 years,2011-12,201237,559,12171
National,,,65 years and older,2011-12,201237,2589,33537
National,,,0-17 years,2011-12,201238,17,754
National,,,18-64 years,2011-12,201238,539,11901
National,,,65 years and older,2011-12,201238,2567,33820
National,,,0-17 years,2011-12,201239,19,724
National,,,18-64 years,2011-12,201239,536,12116
National,,,65 years and older,2011-12,201239,2669,34673
National,,,0-17 years,2012-13,201240,10,684
National,,,18-64 years,2012-13,201240,564,12257
National,,,65 years and older,2012-13,201240,2649,35050
National,,,0-17 years,2012-13,201241,14,686
National,,,18-64 years,2012-13,201241,588,12335
National,,,65 years and older,2012-13,201241,2728,35108
National,,,0-17 years,2012-13,201242,13,684
National,,,18-64 years,2012-13,201242,556,12221
National,,,65 years and older,2012-13,201242,2821,35920
National,,,0-17 years,2012-13,201243,28,741
National,,,18-64 years,2012-13,201243,589,11953
National,,,65 years and older,2012-13,201243,2771,35113
National,,,0-17 years,2012-13,201244,10,652
National,,,18-64 years,2012-13,201244,612,12518
National,,,65 years and older,2012-13,201244,2735,35862
National,,,0-17 years,2012-13,201245,17,680
National,,,18-64 years,2012-13,201245,611,12755
National,,,65 years and older,2012-13,201245,2822,36646
National,,,0-17 years,2012-13,201246,14,740
National,,,18-64 years,2012-13,201246,583,12497
National,,,65 years and older,2012-13,201246,2923,36582
National,,,0-17 years,2012-13,201247,19,700
National,,,18-64 years,2012-13,201247,581,12147
National,,,65 years and older,2012-13,201247,2856,36638
National,,,0-17 years,2012-13,201248,26,697
National,,,18-64 years,2012-13,201248,641,12477
National,,,65 years and older,2012-13,201248,3180,37549
National,,,0-17 years,2012-13,201249,21,719
National,,,18-64 years,2012-13,201249,670,13022
National,,,65 years and older,2012-13,201249,3317,38133
National,,,0-17 years,2012-13,201250,31,711
National,,,18-64 years,2012-13,201250,688,12931
National,,,65 years and older,2012-13,201250,3343,37800
National,,,0-17 years,2012-13,201251,29,702
National,,,18-64 years,2012-13,201251,703,13032
National,,,65 years and older,2012-13,201251,3633,39093
National,,,0-17 years,2012-13,201252,40,617
National,,,18-64 years,2012-13,201252,805,13191
National,,,65 years and older,2012-13,201252,4101,41217
National,,,0-17 years,2012-13,201301,47,715
National,,,18-64 years,2012-13,201301,958,13894
National,,,65 years and older,2012-13,201301,5025,44671
National,,,0-17 years,2012-13,201302,33,727
National,,,18-64 years,2012-13,201302,971,13893
National,,,65 years and older,2012-13,201302,5731,46319
National,,,0-17 years,2012-13,201303,32,692
National,,,18-64 years,2012-13,201303,922,13441
National,,,65 years and older,2012-13,201303,5622,45061
National,,,0-17 years,2012-13,201304,43,720
National,,,18-64 years,2012-13,201304,875,13246
National,,,65 years and older,2012-13,201304,5234,43918
National,,,0-17 years,2012-13,201305,34,690
National,,,18-64 years,2012-13,201305,817,13076
National,,,65 years and older,2012-13,201305,4832,42632
National,,,0-17 years,2012-13,201306,27,696
National,,,18-64 years,2012-13,201306,791,13393
National,,,65 years and older,2012-13,201306,4478,41653
National,,,0-17 years,2012-13,201307,34,705
National,,,18-64 years,2012-13,201307,835,12960
National,,,65 years and older,2012-13,201307,4229,40801
National,,,0-17 years,2012-13,201308,39,720
National,,,18-64 years,2012-13,201308,756,12886
National,,,65 years and older,2012-13,201308,3953,39915
National,,,0-17 years,2012-13,201309,33,712
National,,,18-64 years,2012-13,201309,749,12760
National,,,65 years and older,2012-13,201309,3855,39616
National,,,0-17 years,2012-13,201310,28,709
National,,,18-64 years,2012-13,201310,741,13036
National,,,65 years and older,2012-13,201310,3754,39620
National,,,0-17 years,2012-13,201311,30,773
National,,,18-64 years,2012-13,201311,737,13170
National,,,65 years and older,2012-13,201311,3747,39131
National,,,0-17 years,2012-13,201312,33,752
National,,,18-64 years,2012-13,201312,732,12774
National,,,65 years and older,2012-13,201312,3509,38610
National,,,0-17 years,2012-13,201313,16,685
National,,,18-64 years,2012-13,201313,697,12635
National,,,65 years and older,2012-13,201313,3523,38520
National,,,0-17 years,2012-13,201314,27,673
National,,,18-64 years,2012-13,201314,681,13024
National,,,65 years and older,2012-13,201314,3399,37675
National,,,0-17 years,2012-13,201315,23,741
National,,,18-64 years,2012-13,201315,635,12414
National,,,65 years and older,2012-13,201315,3315,37712
National,,,0-17 years,2012-13,201316,22,704
National,,,18-64 years,2012-13,201316,646,12372
National,,,65 years and older,2012-13,201316,3180,36477
National,,,0-17 years,2012-13,201317,18,676
National,,,18-64 years,2012-13,201317,607,12242
National,,,65 years and older,2012-13,201317,2989,35460
National,,,0-17 years,2012-13,201318,26,714
National,,,18-64 years,2012-13,201318,616,12238
National,,,65 years and older,2012-13,201318,2876,35435
National,,,0-17 years,2012-13,201319,12,707
National,,,18-64 years,2012-13,201319,569,12233
National,,,65 years and older,2012-13,201319,2825,35011
National,,,0-17 years,2012-13,201320,22,713
National,,,18-64 years,2012-13,201320,564,12065
National,,,65 years and older,2012-13,201320,2733,34618
National,,,0-17 years,2012-13,201321,20,713
National,,,18-64 years,2012-13,201321,572,12104
National,,,65 years and older,2012-13,201321,2668,34507
National,,,0-17 years,2012-13,201322,9,746
National,,,18-64 years,2012-13,201322,510,12093
National,,,65 years and older,2012-13,201322,2524,33794
National,,,0-17 years,2012-13,201323,14,737
National,,,18-64 years,2012-13,201323,596,12335
National,,,65 years and older,2012-13,201323,2744,33956
National,,,0-17 years,2012-13,201324,11,728
National,,,18-64 years,2012-13,201324,546,12235
National,,,65 years and older,2012-13,201324,2726,33642
National,,,0-17 years,2012-13,201325,14,749
National,,,18-64 years,2012-13,201325,571,12397
National,,,65 years and older,2012-13,201325,2546,33347
National,,,0-17 years,2012-13,201326,9,725
National,,,18-64 years,2012-13,201326,528,12251
National,,,65 years and older,2012-13,201326,2528,33464
National,,,0-17 years,2012-13,201327,14,731
National,,,18-64 years,2012-13,201327,513,12537
National,,,65 years and older,2012-13,201327,2460,33448
National,,,0-17 years,2012-13,201328,14,697
National,,,18-64 years,2012-13,201328,601,12279
National,,,65 years and older,2012-13,201328,2430,32863
National,,,0-17 years,2012-13,201329,15,743
National,,,18-64 years,2012-13,201329,531,12276
National,,,65 years and older,2012-13,201329,2505,33162
National,,,0-17 years,2012-13,201330,7,782
National,,,18-64 years,2012-13,201330,484,12181
National,,,65 years and older,2012-13,201330,2380,33245
National,,,0-17 years,2012-13,201331,8,653
National,,,18-64 years,2012-13,201331,546,12250
